V,E,F,countbasetissues,basetissues,countatissues,atissues,countbtissues,btissues,from,to
66,111,7.48,1,64,7,98335,8,30624,30782462,30560246
10,9,7.48,1,16384,7,8430,8,105745,33395893,33246002
12,12,6.71,1,2048,9,4735,5,123136,39728856,39559541
18,17,6.32,1,2,5,8396,8,105745,33664358,33964430
14,13,6.32,1,512,8,6255,5,123136,39729857,39559541
61,60,6.32,1,16384,10,16143,4,98384,33041016,33033219
56,58,6.00,1,1,9,32524,4,98384,33041016,33033219
47,50,6.00,2,514,9,32013,4,98384,32761258,32929979
46,49,6.00,2,1026,9,31501,4,98384,32761258,32929979
48,51,6.00,2,2050,9,30477,4,98384,32761258,32929979
46,47,6.00,2,8194,9,24333,4,98384,32756258,32929979
56,58,6.00,2,520,9,32007,4,98384,33041016,33033219
54,56,6.00,2,1032,9,31495,4,98384,33041016,33033219
56,58,6.00,2,2056,9,30471,4,98384,33041016,33033219
55,57,6.00,2,4104,9,28423,4,98384,33041016,33033219
54,56,6.00,2,8200,9,24327,4,98384,33041016,33033219
22,21,6.00,1,128,12,32559,3,98320,32655535,32929979
63,74,6.00,2,33792,9,97057,4,78,38933879,38639305
56,105,5.92,2,1280,7,129536,5,87,40810990,40725319
57,109,5.92,2,4352,7,126464,5,87,40810990,40725319
12,15,5.74,2,264,11,32486,3,98320,33981103,33783127
30,29,5.74,1,32,11,32527,3,98320,32655535,32929979
49,53,5.74,0,0,3,25088,11,100831,47750782,48070863
20,36,5.66,2,520,8,28902,4,98321,33981103,33783127
10,9,5.66,1,32,4,204,8,97297,44357576,44564257
15,14,5.66,1,32,4,204,8,105745,33630002,33466180
64,78,5.66,2,1536,8,129312,4,78,38933879,38639305
55,57,5.48,2,1025,10,129952,3,70,38933879,38639305
56,57,5.48,2,2049,10,128928,3,70,38933879,38639305
19,25,5.48,2,1032,10,31462,3,98320,33978259,33783127
19,26,5.48,2,2056,10,30438,3,98320,33750854,34851911
19,27,5.48,2,4104,10,28390,3,98320,33778578,33964430
59,67,5.48,1,32,10,130817,3,14,38878663,38739710
54,104,5.48,3,2816,6,128000,5,87,40707457,40725319
55,111,5.48,3,8960,6,121856,5,87,40545297,40817139
52,101,5.48,3,18688,6,112128,5,87,40707457,40725319
53,105,5.48,3,24832,6,105984,5,87,40707457,40725319
98,247,5.48,3,67072,5,63488,6,95,40540879,40725319
96,218,5.48,3,68096,5,62464,6,95,40624646,40725319
99,240,5.48,3,70144,5,60416,6,95,40698852,40725319
100,255,5.48,3,74240,5,56320,6,95,40540879,40725319
100,214,5.48,2,33280,6,97280,5,87,40150090,40817139
100,271,5.48,2,3072,5,94720,6,95,40624646,40725319
99,234,5.48,3,70656,5,59904,6,95,40540879,40725319
95,206,5.48,2,33792,6,96768,5,87,40150090,40817139
95,214,5.48,3,71680,5,58880,6,95,40624646,40725319
95,217,5.48,3,83968,5,46592,6,95,40624646,40725319
91,184,5.48,2,34816,6,95744,5,87,40814145,40725319
99,241,5.48,3,77824,5,52736,6,95,40698852,40725319
100,240,5.48,3,86016,5,44544,6,95,40540879,40725319
97,202,5.48,2,36864,6,93696,5,87,40540879,40725319
78,151,5.29,3,13,4,98322,7,29600,30535056,30745534
26,46,5.29,2,16392,7,8934,4,98321,33948908,33783127
67,86,5.29,2,2560,7,128256,4,78,38950467,38639305
59,72,5.29,2,4608,7,126208,4,78,38648329,38739710
72,92,5.29,2,8704,7,122112,4,78,38950467,38639305
68,83,5.29,2,33280,7,97536,4,78,38737435,40717685
70,87,5.29,2,66048,7,64768,4,78,38737435,40717685
62,75,5.29,2,3072,7,127744,4,78,38933879,38639305
65,73,5.29,2,5120,7,27404,4,98384,33041016,33033219
66,86,5.29,2,18432,7,112384,4,78,38948501,38639305
63,75,5.29,2,34816,7,96000,4,78,38948501,38639305
59,72,5.29,2,20480,7,110336,4,78,38648329,38739710
58,60,5.20,2,513,9,130336,3,70,38648329,38739710
43,43,5.20,2,10,9,32517,3,98320,32761258,32929979
33,45,5.20,1,64,3,14,9,130816,39504935,39290555
50,60,5.20,2,1280,9,129569,3,70,38933879,38639305
54,64,5.20,2,5120,9,125729,3,70,38648329,38739710
13,12,5.20,2,66560,3,32840,9,31156,26764938,27105569
11,12,5.20,1,2048,3,28672,9,98779,43873877,43771296
57,66,5.20,2,36864,9,93985,3,70,38648329,38739710
12,11,5.10,1,64,13,32687,2,65552,32602915,32929979
58,85,5.00,1,4,5,234,5,98577,33981103,33783127
56,87,5.00,1,128,5,110,5,98577,33630002,33466180
15,15,5.00,1,4096,5,2063,5,123136,39729857,39559541
95,206,5.00,3,57344,5,73216,5,87,40823410,40717685
93,195,5.00,3,106496,5,24064,5,87,40540879,40725319
13,12,4.90,2,9,12,98022,2,272,46963492,47252841
36,43,4.90,1,1,3,14,8,89488,43227866,43534937
30,31,4.90,1,1,6,32256,4,480,42817761,42724710
17,17,4.90,5,107522,6,23052,4,240,26986080,30392828
65,72,4.90,1,4,6,16128,4,98384,32444699,32929979
38,55,4.90,2,8200,6,16614,4,98321,34006104,33750854
22,27,4.90,1,16,6,32256,4,480,42805438,42793142
10,9,4.90,1,64,2,10,12,130961,35274443,35009276
52,61,4.90,2,4352,8,126496,3,70,38634413,38739710
56,71,4.90,3,24832,6,105984,4,78,38737435,40717685
100,270,4.90,3,22528,4,75264,6,95,40823410,40717685
58,69,4.90,2,12288,8,118560,3,70,38648329,38739710
69,75,4.90,2,12288,6,20228,4,98384,33041016,33033219
67,83,4.90,3,106496,6,24320,4,78,38737435,40717685
11,10,4.90,1,65536,2,32784,12,32742,31818578,31808588
65,113,4.58,2,1056,7,129536,3,84,40548783,40817139
69,121,4.58,2,8224,7,122368,3,84,40150090,40817139
62,100,4.58,2,1152,7,129536,3,84,40545297,40817139
54,64,4.58,3,41216,7,89632,3,70,38737435,40717685
57,71,4.58,2,6144,7,124672,3,70,38648329,38739710
53,59,4.47,1,1,5,31744,4,480,19085116,19267332
18,19,4.47,5,103426,5,26636,4,240,26986080,30392828
12,12,4.47,1,2,2,12,10,93649,37702615,37763542
33,59,4.47,1,2,5,236,4,98321,33981103,33783127
11,10,4.47,2,20,10,65248,2,257,46215183,45965151
45,78,4.47,1,32,4,204,5,98577,34006104,33750854
22,21,4.47,1,64,2,98304,10,31668,22334106,19859645
11,10,4.47,1,256,4,98314,5,30736,19859645,26771945
10,9,4.47,1,512,5,99331,4,26640,26761070,22369538
75,82,4.47,2,10240,5,5892,4,98384,31744029,32449210
69,86,4.47,3,57344,5,73216,4,78,38948501,38639305
58,59,4.24,2,32769,9,98080,2,6,38648329,38739710
17,18,4.24,5,72706,6,57868,3,112,26986080,30392828
16,16,4.24,5,76802,6,53772,3,112,26986080,30392828
31,43,4.24,2,32776,9,97952,2,80,40725319,40750694
31,43,4.24,2,65544,9,65184,2,80,40725319,40750694
24,25,4.24,1,16,3,14,6,124160,39141947,39290555
56,104,4.24,3,66304,6,64512,3,84,40810990,40725319
50,84,4.24,3,41216,6,89600,3,84,40545297,40817139
27,33,4.24,1,32768,6,30210,3,400,43519449,43432368
76,152,4.00,3,7,4,98328,4,17056,30535056,30745534
17,21,4.00,2,514,8,97292,2,192,43187517,43545606
11,10,4.00,2,1026,4,98313,4,22544,26764938,27105569
26,33,4.00,2,516,8,128010,2,80,16931725,16436278
25,33,4.00,2,4100,8,58922,2,80,16343194,16962252
10,12,4.00,1,4,4,226,4,98576,45430310,45234848
62,70,4.00,2,72,4,39,4,15360,40265650,40520607
64,97,4.00,2,2176,8,128544,2,80,40817139,40719368
10,9,4.00,1,512,2,12288,8,98739,38317010,37948972
77,91,4.00,2,6144,4,9984,4,98384,33041016,33033219
66,98,4.00,1,16384,4,13824,4,480,43187517,43545606
16,19,3.87,1,1,3,14,5,123136,39729857,39559541
82,92,3.87,3,44,3,67,5,91392,39290555,39733003
73,88,3.87,1,16,3,7168,5,230,17118249,15758224
80,91,3.87,1,256,3,6656,5,98512,32573016,33033219
36,38,3.87,2,34816,5,30208,3,224,19111155,19267332
78,88,3.74,3,81921,7,48672,2,68,38648329,38739710
34,33,3.74,2,16386,14,114669,1,16,30146395,28263060
26,32,3.74,2,1028,7,127496,2,80,16343194,16962252
70,118,3.74,2,4128,7,126464,2,80,40150090,40817139
72,122,3.74,2,16416,7,114176,2,80,40150090,40817139
14,13,3.74,2,33792,2,65544,7,22960,26764938,27105569
12,11,3.61,2,5,13,130794,1,16,47062997,46963492
37,36,3.61,2,2049,13,128878,1,16,30137994,28216389
30,29,3.61,2,16385,13,114542,1,16,30146395,28263060
10,9,3.61,1,1,1,16,13,32750,31816235,31808588
41,40,3.61,2,516,13,130411,1,16,30143557,28263060
40,39,3.61,2,1028,13,129899,1,16,30143557,28263060
41,40,3.61,2,4100,13,126827,1,16,30143557,28263060
36,35,3.61,2,8196,13,122731,1,16,30143557,28263060
32,31,3.61,2,16388,13,114539,1,16,30143557,28263060
40,39,3.61,2,16392,13,114662,1,16,30143557,28263060
38,37,3.61,2,2112,13,128942,1,16,30314151,30433461
16,15,3.61,1,32768,1,16,13,32750,31818578,31808588
61,70,3.46,3,13,3,98,4,15360,40265650,40520607
17,16,3.46,2,5,3,98306,4,1424,45548655,45660597
14,13,3.46,2,9,4,98310,3,400,45760406,46234837
12,11,3.46,2,65,12,97966,1,16,46558698,47252841
15,14,3.46,5,99842,6,30732,2,96,30411449,30745534
33,40,3.46,2,4098,6,58888,2,80,16962252,16436278
40,49,3.46,2,68,4,29184,3,273,46121899,46104558
42,41,3.46,2,2052,12,128811,1,16,30143557,28263060
35,41,3.46,1,32,4,78,3,400,42676115,43134063
36,35,3.46,2,16448,12,114602,1,16,30310183,30433461
45,44,3.46,2,32832,12,81838,1,16,30168292,28216389
70,102,3.46,1,1024,4,29184,3,273,45660597,45630821
