V,E,F,countbasetissues,basetissues,countatissues,atissues,countbtissues,btissues,from,to
19,18,60,1,1,6,238,10,130832,28248567,28075465
52,64,54,2,32769,9,98064,6,238,53541499,54963618
52,61,54,2,32784,9,98049,6,238,53541499,54963618
52,61,54,2,33792,9,97041,6,238,53541499,54963618
52,63,54,2,40960,9,89873,6,238,53541499,54963618
53,66,54,2,49152,9,81681,6,238,53541499,54963618
32,31,50,1,128,5,110,10,130832,27860154,28075465
14,16,49,2,33024,7,97792,7,247,58757166,58768372
62,79,48,2,768,8,97297,6,238,53732120,54963618
64,84,48,2,1280,8,96785,6,238,53732120,54963618
64,84,48,2,8448,8,89617,6,238,54971020,53743843
61,86,48,2,16640,8,81425,6,238,53732120,54963618
67,83,48,2,66560,8,31505,6,238,53541499,54963618
13,12,45,2,129,9,31526,5,98392,75175548,75033872
11,10,45,2,10240,5,103936,9,511,25866339,28075465
13,12,45,1,65536,5,47616,9,511,25867962,28075465
17,18,44,2,66,4,45,11,130960,73249517,72855415
59,73,42,3,67585,7,30480,6,238,53541499,54963618
61,86,42,2,272,7,32257,6,238,53732120,54963618
66,85,42,2,65552,7,32257,6,238,53743843,54963618
11,14,42,2,320,7,128512,6,190,78168965,80572946
60,73,42,3,6400,7,91665,6,238,53732120,54963618
13,16,42,2,2304,7,128512,6,238,28334242,28565342
54,63,42,3,69888,7,28177,6,238,53541499,54963618
12,12,42,3,53248,6,77568,7,247,58757166,58768372
13,14,42,3,102400,6,28416,7,247,58757166,58768372
70,89,42,2,73728,7,24081,6,238,53541499,54963618
73,92,42,2,81920,7,15889,6,238,53541499,54963618
14,13,40,2,33,8,15238,5,98392,75412961,77232225
24,32,40,1,1,5,174,8,122128,87359659,87427336
11,13,40,2,4112,5,26113,8,100836,11810855,11685212
14,13,40,2,16416,8,15238,5,98392,75175548,75033872
11,10,40,1,32,4,78,10,130817,4295920,4166485
15,14,40,2,4224,8,27430,5,98392,75175548,75033872
14,13,40,2,16512,8,15142,5,98392,75175548,75033872
76,115,36,2,513,6,31760,6,238,53541499,54963618
78,120,36,2,1025,6,31248,6,238,53541499,54963618
78,119,36,2,4097,6,28176,6,238,53541499,54963618
74,117,36,2,8193,6,24080,6,238,53541499,54963618
77,119,36,2,16385,6,15888,6,238,53541499,54963618
13,16,36,1,1,3,14,12,130992,82297128,82661154
15,17,36,1,2,3,13,12,130992,82489682,82300202
16,16,36,3,6400,6,124416,6,190,78540021,80572946
18,24,36,2,33024,6,95744,6,190,78540021,80572946
18,22,36,2,65792,6,62976,6,190,78540021,80572946
32,45,35,2,66,5,98317,7,16144,19193614,19509361
32,44,35,2,68,5,98315,7,16144,19193614,19509361
21,28,35,2,48,5,143,7,122368,84073723,84241822
16,15,35,3,4384,7,27270,5,98392,75412961,77232225
15,14,35,3,6176,7,25478,5,98392,75175548,75033872
16,18,35,2,4352,7,126464,5,206,28553683,28503761
14,13,33,2,1056,11,31439,3,33040,80861826,80572946
19,19,33,1,64,3,38,11,130833,86554093,86378287
12,12,33,2,640,11,31855,3,33040,80861826,80572946
28,37,32,2,24,4,135,8,130560,84073723,84241822
36,47,32,1,128,4,46,8,122128,87359659,87427336
80,135,30,2,17,5,30208,6,238,53541499,54963618
26,36,30,1,1,6,100366,5,496,86057867,85930919
17,16,30,2,10,3,388,10,130577,55290180,54320078
10,9,30,3,162,3,76,10,130321,58159125,58668873
